"...1","filename","TeamId","TeamName","UserId","UserName","DisplayName","RegisterDate","PerformanceTier","SubmissionDate","Score"
18167,"siim-isic-melanoma-classification-privateleaderboard.csv",5001176,"Mykhailo Nedodai",1525668,"sarmat","Mykhailo Nedodai","01/02/2018",2,2020-06-29 18:47:37,0.9132
18168,"siim-isic-melanoma-classification-privateleaderboard.csv",5107104,"Sleepy",4317560,"wellesliu","Sleepy","01/12/2020",1,2020-08-10 01:21:30,0.9132
18171,"siim-isic-melanoma-classification-privateleaderboard.csv",4997434,"Sidney Ng",3469857,"sidneyng","Sidney Ng","07/16/2019",2,2020-08-17 14:58:20,0.913
18176,"siim-isic-melanoma-classification-privateleaderboard.csv",5374148,"sihan",2308098,"sihan710","sihan","10/01/2018",2,2020-08-10 14:13:37,0.9129
18177,"siim-isic-melanoma-classification-privateleaderboard.csv",5259397,"Rajasekhar Thiruthuvaraj",2042181,"trsekhar123","Rajasekhar","07/04/2018",1,2020-07-19 15:32:42,0.9129
18178,"siim-isic-melanoma-classification-privateleaderboard.csv",5001733,"Marek Nurzynski",887797,"marek3000","Marek Nurzynski","01/28/2017",2,2020-08-17 14:25:59,0.9129
18179,"siim-isic-melanoma-classification-privateleaderboard.csv",5318381,"podsyp",2435391,"podsyp","podsyp","11/01/2018",2,2020-08-17 12:49:12,0.9128
18180,"siim-isic-melanoma-classification-privateleaderboard.csv",5368247,"Starchenkov Andrey",2060096,"bitumok","Starchenkov Andrey","07/11/2018",2,2020-08-07 20:01:59,0.9128
18181,"siim-isic-melanoma-classification-privateleaderboard.csv",5000422,"Nishant Singh",1559874,"nishagh","Nishant Singh","01/17/2018",2,2020-06-08 11:53:45,0.9128
18182,"siim-isic-melanoma-classification-privateleaderboard.csv",5009779,"Grzegorz Sionkowski",359978,"sionek","Grzegorz Sionkowski","05/29/2015",2,2020-08-07 20:55:22,0.9128
18184,"siim-isic-melanoma-classification-privateleaderboard.csv",5000446,"Residuals",1480586,"bharatsahu","Bs004","12/08/2017",1,2020-08-17 16:01:06,0.9128
18185,"siim-isic-melanoma-classification-privateleaderboard.csv",5000446,"Residuals",390112,"alokmalik","Alok Malik","07/23/2015",1,2020-08-17 16:01:06,0.9128
18186,"siim-isic-melanoma-classification-privateleaderboard.csv",5020033,"Tanishq Gautam",3545140,"ligtfeather","Tanishq Gautam","08/04/2019",3,2020-08-16 16:34:06,0.9128
18187,"siim-isic-melanoma-classification-privateleaderboard.csv",4998622,"Nanashi",2779868,"jesucristo","Nanashi","02/04/2019",4,2020-08-06 08:42:44,0.9128
18188,"siim-isic-melanoma-classification-privateleaderboard.csv",5017553,"sourcecode369",1314864,"rhtsingh","torch","10/05/2017",4,2020-08-06 10:58:19,0.9128
18189,"siim-isic-melanoma-classification-privateleaderboard.csv",4996941,"Olga Ivanova",833757,"olgaiv39","Olga Ivanova","12/12/2016",2,2020-08-06 12:18:37,0.9128
18190,"siim-isic-melanoma-classification-privateleaderboard.csv",5065731,"Möbius",761104,"arashnic","Möbius","10/21/2016",3,2020-08-06 14:52:36,0.9128
18191,"siim-isic-melanoma-classification-privateleaderboard.csv",5016192,"Eric Vos",833052,"a45632","Eric Vos","12/12/2016",2,2020-08-17 13:40:53,0.9128
18193,"siim-isic-melanoma-classification-privateleaderboard.csv",5178099,"GodsEye",2087558,"nitindatta","Nitin Datta","07/21/2018",3,2020-08-16 17:33:21,0.9128
18194,"siim-isic-melanoma-classification-privateleaderboard.csv",5178099,"GodsEye",2069933,"yashchoudhary","Yash Choudhary","07/15/2018",2,2020-08-16 17:33:21,0.9128
18196,"siim-isic-melanoma-classification-privateleaderboard.csv",5068164,"Migs Rocha",1620226,"migsr22","Migs Rocha","02/08/2018",2,2020-08-06 17:02:12,0.9128
18197,"siim-isic-melanoma-classification-privateleaderboard.csv",5188544,"Vladyslav Hamolia",909032,"hamolyavlad","Vladyslav Hamolia","02/12/2017",0,2020-08-06 20:17:23,0.9128
18198,"siim-isic-melanoma-classification-privateleaderboard.csv",5280064,"Kushagra Wadhwa",5340034,"kushagrawadhwa","Kushagra Wadhwa","06/20/2020",1,2020-08-06 20:38:29,0.9128
18199,"siim-isic-melanoma-classification-privateleaderboard.csv",5001649,"AcidNets",637722,"rolandw0w","Ruslan Vdovychenko","06/10/2016",2,2020-08-17 23:56:08,0.9128
18200,"siim-isic-melanoma-classification-privateleaderboard.csv",5001649,"AcidNets",2360956,"biruk1230","Ihor Biruk","10/14/2018",2,2020-08-17 23:56:08,0.9128
18201,"siim-isic-melanoma-classification-privateleaderboard.csv",5000039,"Andy Penrose",1252070,"andypenrose","Andy Penrose","09/06/2017",3,2020-08-06 22:01:43,0.9128
18202,"siim-isic-melanoma-classification-privateleaderboard.csv",4997275,"Seva Konyakhin",3470879,"sevakon","Seva Konyakhin","07/16/2019",2,2020-08-16 16:55:58,0.9128
18203,"siim-isic-melanoma-classification-privateleaderboard.csv",5031883,"Tryiiiiiiinnnnn",2912058,"sd4321","Po Ping","03/08/2019",2,2020-08-07 04:19:07,0.9128
18204,"siim-isic-melanoma-classification-privateleaderboard.csv",5001647,"starodumov.dmitriy",2926482,"dmitriystarodumov","starodumov.dmitriy","03/11/2019",1,2020-08-11 08:24:23,0.9128
18207,"siim-isic-melanoma-classification-privateleaderboard.csv",5028120,"Narendran TS",1139181,"tsnarendran14","Narendran TS","06/23/2017",1,2020-08-07 12:29:22,0.9128
18208,"siim-isic-melanoma-classification-privateleaderboard.csv",5010610,"LP space",788795,"panjj1125","LP space","11/11/2016",1,2020-08-08 00:35:34,0.9128
18209,"siim-isic-melanoma-classification-privateleaderboard.csv",5002515,"Eric Freeman",157285,"ericfreeman","Eric Freeman","01/14/2014",2,2020-08-07 20:41:05,0.9128
18210,"siim-isic-melanoma-classification-privateleaderboard.csv",4997339,"user",2803212,"user123454321","user","02/11/2019",2,2020-08-07 21:17:34,0.9128
18211,"siim-isic-melanoma-classification-privateleaderboard.csv",5151797,"Korotkov Konstantin",2203098,"kosta324","Korotkov Konstantin","09/02/2018",1,2020-08-07 22:06:31,0.9128
18212,"siim-isic-melanoma-classification-privateleaderboard.csv",5236087,"Masahiro Yamada",2140385,"masapen","masapen","08/09/2018",2,2020-08-08 01:17:21,0.9128
18214,"siim-isic-melanoma-classification-privateleaderboard.csv",5005863,"Stephen_Mugisha",2619066,"stephenmugisha","Stephen Mugisha","12/16/2018",2,2020-08-08 06:44:13,0.9128
18215,"siim-isic-melanoma-classification-privateleaderboard.csv",5355965,"teddy",3078255,"shnhrtkyk","teddy","04/12/2019",1,2020-08-08 07:59:31,0.9128
18218,"siim-isic-melanoma-classification-privateleaderboard.csv",5018271,"Mark Conway",140316,"mconway","Mark Conway","11/12/2013",2,2020-08-16 10:47:25,0.9128
18220,"siim-isic-melanoma-classification-privateleaderboard.csv",5372921,"Salman Ibne Eunus",3492504,"salmaneunus","Salman Ibne Eunus","07/22/2019",3,2020-08-10 08:03:51,0.9128
18221,"siim-isic-melanoma-classification-privateleaderboard.csv",5002654,"Cedric Damien",1421155,"cedricdamien","Cedric Damien","11/16/2017",2,2020-08-09 08:54:47,0.9128
18222,"siim-isic-melanoma-classification-privateleaderboard.csv",5170126,"NeelambujChaturvedi",691627,"neelambuj717","NeelambujChaturvedi","08/20/2016",1,2020-08-10 11:05:57,0.9128
18224,"siim-isic-melanoma-classification-privateleaderboard.csv",5011104,"KatoLab",5555377,"yuyamiki","Yuya MK","07/31/2020",0,2020-08-09 12:14:10,0.9128
18225,"siim-isic-melanoma-classification-privateleaderboard.csv",5220607,"Ahmed Hamada",4157774,"ahmedhamada0","Ahmed Hamada","12/05/2019",1,2020-08-09 13:55:41,0.9128
18226,"siim-isic-melanoma-classification-privateleaderboard.csv",5018836,"Nick Styles",504828,"styles","Nick Styles","01/15/2016",2,2020-08-10 05:47:43,0.9128
18227,"siim-isic-melanoma-classification-privateleaderboard.csv",5007778,"Yura Trubitsyn",1245771,"yuratrubitsyn","Yura Trubitsyn","09/03/2017",3,2020-08-10 19:35:12,0.9128
18229,"siim-isic-melanoma-classification-privateleaderboard.csv",5279517,"Naresh bhat",4256756,"nareshbhat","Naresha Bhat","12/27/2019",3,2020-08-17 05:15:50,0.9128
18230,"siim-isic-melanoma-classification-privateleaderboard.csv",5015771,"Sai Bhargav",1941201,"saibhargav08","Sai Bhargav","05/25/2018",1,2020-08-11 15:44:57,0.9128
18234,"siim-isic-melanoma-classification-privateleaderboard.csv",5253512,"Liao",1330987,"alexanderliao","Liao","10/12/2017",4,2020-08-13 08:44:51,0.9128
18235,"siim-isic-melanoma-classification-privateleaderboard.csv",5300699,"AI_MC",1715390,"balraj98","Balraj Ashwath","03/12/2018",2,2020-08-17 02:55:01,0.9128
18236,"siim-isic-melanoma-classification-privateleaderboard.csv",5300699,"AI_MC",3811131,"monishaashwath","Monisha","10/05/2019",1,2020-08-17 02:55:01,0.9128
18237,"siim-isic-melanoma-classification-privateleaderboard.csv",5060867,"Chung Nguyen",3850625,"chung2014","Chung Nguyen","10/13/2019",1,2020-08-13 18:19:50,0.9128
18239,"siim-isic-melanoma-classification-privateleaderboard.csv",5215327,"The Braindead Committee",5412640,"erebusue","Ere","07/04/2020",1,2020-08-14 02:45:09,0.9128
18243,"siim-isic-melanoma-classification-privateleaderboard.csv",4997107,"OVO",3106408,"miaodeshui","miaodeshui","04/18/2019",2,2020-08-14 02:53:22,0.9128
18246,"siim-isic-melanoma-classification-privateleaderboard.csv",5001765,"michaln",385359,"michaln","Michal","07/15/2015",3,2020-08-16 01:41:00,0.9128
18250,"siim-isic-melanoma-classification-privateleaderboard.csv",5372950,"Risotto",3016301,"zawarudo","Risotto","03/30/2019",0,2020-08-16 18:22:29,0.9128
18251,"siim-isic-melanoma-classification-privateleaderboard.csv",5315696,"Bukun",103225,"ambarish","Bukun","05/27/2013",3,2020-08-16 18:36:53,0.9128
18253,"siim-isic-melanoma-classification-privateleaderboard.csv",4996796,"A V",1052955,"avirdee","Amrit Virdee","05/02/2017",2,2020-08-17 01:44:01,0.9128
18254,"siim-isic-melanoma-classification-privateleaderboard.csv",5292716,"Nazarius",3930161,"drhouse3","GGGGGGGGGGGGG","10/26/2019",1,2020-08-17 12:27:31,0.9128
18255,"siim-isic-melanoma-classification-privateleaderboard.csv",5081719,"parth.tiwary",967584,"parthpankajtiwary","_crypt","03/15/2017",1,2020-08-17 21:24:35,0.9128
18256,"siim-isic-melanoma-classification-privateleaderboard.csv",5348586,"yCarbon",2965808,"jpn888","yCarbon","03/20/2019",2,2020-08-06 11:32:37,0.9127
18257,"siim-isic-melanoma-classification-privateleaderboard.csv",5351867,"Samira Shafi",5447708,"samirashafi","Samira Shafi","07/10/2020",0,2020-08-13 19:31:23,0.9127
18258,"siim-isic-melanoma-classification-privateleaderboard.csv",5008558,"Satwik",3459992,"p4rallax","Satwik","07/14/2019",2,2020-06-23 17:46:18,0.9127
18259,"siim-isic-melanoma-classification-privateleaderboard.csv",4998400,"tatsuko",3649214,"tatsuko","WAGA_MAOU","09/01/2019",2,2020-07-12 16:59:44,0.9127
18261,"siim-isic-melanoma-classification-privateleaderboard.csv",5056031,"hao123kuo",2897507,"hao123kuo","hao123kuo","03/05/2019",1,2020-06-10 06:58:34,0.9126
18263,"siim-isic-melanoma-classification-privateleaderboard.csv",4997956,"nubatama",789122,"nubatama","nubatama","11/11/2016",1,2020-07-13 19:41:12,0.9125
18267,"siim-isic-melanoma-classification-privateleaderboard.csv",4997349,"Moiz Saifee",1541812,"moizsaifee","Moiz Saifee","01/10/2018",3,2020-06-07 15:03:47,0.9124
18274,"siim-isic-melanoma-classification-privateleaderboard.csv",5328166,"pongba",285810,"zhugds","Sea Monster","01/26/2015",3,2020-07-29 22:03:58,0.9121
18275,"siim-isic-melanoma-classification-privateleaderboard.csv",5078955,"nuhi",2035201,"ihunhh","nuhi","07/02/2018",0,2020-06-20 07:03:05,0.9121
18277,"siim-isic-melanoma-classification-privateleaderboard.csv",5372010,"Mehrbod",5594974,"mehrbod","Mehrbod","08/08/2020",0,2020-08-11 06:05:04,0.9121
18278,"siim-isic-melanoma-classification-privateleaderboard.csv",5218556,"Sumedh Ravi",2972053,"sumedhravi","Sumedh Ravi","03/21/2019",2,2020-07-10 12:31:24,0.912
18279,"siim-isic-melanoma-classification-privateleaderboard.csv",5156110,"Justin Yu",3063357,"yldzqj","Justin Yu","04/09/2019",1,2020-08-17 09:42:04,0.912
18280,"siim-isic-melanoma-classification-privateleaderboard.csv",5000320,"LXYTSOS",401985,"lxytsos","LXYTSOS","08/18/2015",2,2020-07-07 15:39:59,0.912
18282,"siim-isic-melanoma-classification-privateleaderboard.csv",5002421,"Ashish Tiwari",1204144,"mastergogo","Ashish Tiwari","08/07/2017",1,2020-06-25 19:39:34,0.912
18284,"siim-isic-melanoma-classification-privateleaderboard.csv",5251204,"Delta",586906,"djtere","Delta analysis","04/14/2016",1,2020-08-14 14:03:35,0.9119
18286,"siim-isic-melanoma-classification-privateleaderboard.csv",4999853,"raddar",405318,"raddar","raddar","08/24/2015",4,2020-08-12 14:10:16,0.9118
18287,"siim-isic-melanoma-classification-privateleaderboard.csv",5081873,"Cancer Killers",3390641,"divyansh22","Divyansh Agrawal","06/25/2019",3,2020-08-17 20:01:20,0.9117
18289,"siim-isic-melanoma-classification-privateleaderboard.csv",5081873,"Cancer Killers",3309826,"ruchi798","Ruchi Bhatia","06/04/2019",4,2020-08-17 20:01:20,0.9117
18290,"siim-isic-melanoma-classification-privateleaderboard.csv",5081873,"Cancer Killers",2332181,"frtgnn","Firat Gonen","10/07/2018",4,2020-08-17 20:01:20,0.9117
18291,"siim-isic-melanoma-classification-privateleaderboard.csv",5081873,"Cancer Killers",848555,"ishivinal","Ouassim Adnane","12/27/2016",3,2020-08-17 20:01:20,0.9117
18293,"siim-isic-melanoma-classification-privateleaderboard.csv",5143422,"Alexander",1886458,"burundukchip","Alexander","05/05/2018",1,2020-06-21 09:51:22,0.9114
18298,"siim-isic-melanoma-classification-privateleaderboard.csv",5195661,"Event Horizon",621336,"nathpriyanka","Priyanka","05/23/2016",1,2020-07-09 16:26:18,0.9112
18299,"siim-isic-melanoma-classification-privateleaderboard.csv",5195661,"Event Horizon",399442,"codedevil","ShubhamNath","08/12/2015",1,2020-07-09 16:26:18,0.9112
18300,"siim-isic-melanoma-classification-privateleaderboard.csv",5059667,"Xinsong Li",257440,"lixinso","Xinsong Li","11/12/2014",1,2020-06-10 02:59:48,0.9111
18301,"siim-isic-melanoma-classification-privateleaderboard.csv",4996875,"ArnoutDevos",933027,"arnoutdevos","ArnoutDevos","02/27/2017",0,2020-06-10 09:23:28,0.9111
18303,"siim-isic-melanoma-classification-privateleaderboard.csv",5307354,"Alexander Kovalev",975774,"velavok","Alexander Kovalev","03/19/2017",1,2020-08-17 21:05:19,0.9109
18304,"siim-isic-melanoma-classification-privateleaderboard.csv",5355973,"ZaoDianNao",158851,"thomasdic2000","ZaoDianNao","01/22/2014",1,2020-08-05 13:18:40,0.9109
18309,"siim-isic-melanoma-classification-privateleaderboard.csv",5305667,"TAIR",4471932,"takemi","crinoid","02/11/2020",2,2020-08-17 19:08:02,0.9106
18312,"siim-isic-melanoma-classification-privateleaderboard.csv",5203613,"polkaggel",5140752,"polkaggel","polkaggel","05/21/2020",0,2020-07-03 18:33:00,0.9106
18318,"siim-isic-melanoma-classification-privateleaderboard.csv",5012017,"Viktor",1216527,"tiulpin","Viktor Tiulpin","08/15/2017",2,2020-07-25 11:54:29,0.9104
18319,"siim-isic-melanoma-classification-privateleaderboard.csv",5011225,"Darkhan Nurakhmetov",619428,"hoogleraar","Darkhan Nurakhmetov","05/21/2016",2,2020-07-26 13:24:17,0.9104
18320,"siim-isic-melanoma-classification-privateleaderboard.csv",5318518,"Ashai Reddy",886726,"ashaireddy","Ashai Reddy","01/27/2017",0,2020-07-27 07:08:33,0.9104
18321,"siim-isic-melanoma-classification-privateleaderboard.csv",5353593,"TeraFlops",546806,"sekrier","TeraFlops","03/03/2016",2,2020-08-04 10:23:17,0.9104
18323,"siim-isic-melanoma-classification-privateleaderboard.csv",5006425,"planetor",2665471,"planetora","planetor","01/02/2019",0,2020-08-17 11:00:42,0.9104
18324,"siim-isic-melanoma-classification-privateleaderboard.csv",5144040,"Jahid Ahsan",3139008,"jahidahsan","Jahid Ahsan","04/25/2019",1,2020-07-14 18:27:32,0.9104
18330,"siim-isic-melanoma-classification-privateleaderboard.csv",5330531,"junchan999",2730174,"junchan999","junchan999","01/22/2019",1,2020-07-29 15:25:50,0.9103
18331,"siim-isic-melanoma-classification-privateleaderboard.csv",5192745,"ssinyu",3804232,"ssinyu","SSinyu","10/04/2019",2,2020-08-16 12:52:46,0.9103
18333,"siim-isic-melanoma-classification-privateleaderboard.csv",4999958,"Javu",3838005,"x2x21x21x21","Javu","10/10/2019",2,2020-06-12 12:24:45,0.9101
18343,"siim-isic-melanoma-classification-privateleaderboard.csv",5183746,"UUU",1836315,"ulasenka","ulamax","04/19/2018",2,2020-08-17 20:38:49,0.9095
18345,"siim-isic-melanoma-classification-privateleaderboard.csv",4997181,"Pritesh Raj",2348066,"priteshraj10","Pritesh Raj","10/11/2018",2,2020-06-06 15:11:05,0.9094
18346,"siim-isic-melanoma-classification-privateleaderboard.csv",5230632,"aigo (아이고)",1935671,"khabib49","Khabib Dwi","05/23/2018",1,2020-07-14 11:47:30,0.9094
18347,"siim-isic-melanoma-classification-privateleaderboard.csv",5019390,"forked from ensemble",5141724,"veryrobustperson","cat","05/22/2020",1,2020-08-15 22:42:12,0.9093
18352,"siim-isic-melanoma-classification-privateleaderboard.csv",5320331,"DS_Explorers",5014332,"chandand","Chandan D","05/03/2020",1,2020-08-17 18:50:45,0.9092
18353,"siim-isic-melanoma-classification-privateleaderboard.csv",5320331,"DS_Explorers",2046435,"mayankgupta96","Mayank Gupta","07/05/2018",2,2020-08-17 18:50:45,0.9092
18354,"siim-isic-melanoma-classification-privateleaderboard.csv",5131720,"tarpalsus",1108735,"tarpalsus","tarpalsus","06/04/2017",1,2020-08-17 17:04:01,0.9091
18355,"siim-isic-melanoma-classification-privateleaderboard.csv",5155630,"Shyam R Nair",5248269,"shyamrn","Shyam R Nair","06/07/2020",1,2020-08-12 06:23:51,0.9091
18359,"siim-isic-melanoma-classification-privateleaderboard.csv",5340518,"kswg",2154193,"kashiwagi","Respect","08/15/2018",2,2020-08-17 18:12:23,0.9088
18360,"siim-isic-melanoma-classification-privateleaderboard.csv",5308133,"team007",2419896,"team007","team007","10/29/2018",1,2020-08-17 23:56:31,0.9087
18361,"siim-isic-melanoma-classification-privateleaderboard.csv",5186800,"SeongHun Jeong",519989,"sunghun","SeongHun Jeong","02/03/2016",3,2020-08-05 09:45:16,0.9087
18368,"siim-isic-melanoma-classification-privateleaderboard.csv",4996894,"shigematsu",3939364,"shigematsu","shigematsu","10/28/2019",1,2020-07-23 23:10:47,0.9084
18369,"siim-isic-melanoma-classification-privateleaderboard.csv",5075163,"多喝开水",642483,"zhijianli","Zhijian Li","06/16/2016",2,2020-06-12 20:16:30,0.9084
18372,"siim-isic-melanoma-classification-privateleaderboard.csv",5001827,"Nobuo Onishi",4441533,"nobuoonishi","Nobuo Onishi","02/05/2020",1,2020-06-19 23:03:01,0.9084
18379,"siim-isic-melanoma-classification-privateleaderboard.csv",4998850,"Alex",2763314,"onlise","Alex","01/30/2019",2,2020-08-03 16:05:18,0.9083
18381,"siim-isic-melanoma-classification-privateleaderboard.csv",5022632,"Sergey Zhitansky",416377,"szhitansky","Sergey Zhitansky","09/10/2015",3,2020-08-16 02:49:27,0.9083
18383,"siim-isic-melanoma-classification-privateleaderboard.csv",5003525,"Chia-Ta Tsai",274477,"cttsai","Chia-Ta Tsai","12/22/2014",2,2020-08-15 17:33:12,0.9083
18384,"siim-isic-melanoma-classification-privateleaderboard.csv",5226889,"Jaisakthi",1541388,"jaisakthism","Jaisakthi","01/10/2018",0,2020-08-01 13:50:34,0.9082
18385,"siim-isic-melanoma-classification-privateleaderboard.csv",5377392,"Elena Efimova",5461260,"elenaefimova","Elena Efimova","07/13/2020",0,2020-08-10 13:48:36,0.9081
18386,"siim-isic-melanoma-classification-privateleaderboard.csv",5031194,"H. Shaath",107125,"abualabed","H. Shaath","06/10/2013",2,2020-08-12 01:56:47,0.9081
18391,"siim-isic-melanoma-classification-privateleaderboard.csv",5203916,"Klemen Istenic",4476208,"hcjghr","Klemen Istenic","02/11/2020",0,2020-08-17 23:58:29,0.9078
18393,"siim-isic-melanoma-classification-privateleaderboard.csv",5056033,"Jong Hwi Park",4548542,"papercat318","Jong Hwi Park","02/24/2020",1,2020-08-03 04:35:42,0.9077
18395,"siim-isic-melanoma-classification-privateleaderboard.csv",5256303,"Sridhar Korupolu",1361485,"sridhark8","Sridhar Korupolu","10/26/2017",2,2020-08-15 04:22:59,0.9075
18400,"siim-isic-melanoma-classification-privateleaderboard.csv",5185160,"Deepak Kumar #2",596860,"deepak07","Deepak Kumar","04/25/2016",1,2020-08-17 07:46:20,0.9073
18405,"siim-isic-melanoma-classification-privateleaderboard.csv",5002582,"Niksa Praljak",4197818,"niksapraljak","Nikša Praljak","12/13/2019",1,2020-06-22 22:44:26,0.907
18407,"siim-isic-melanoma-classification-privateleaderboard.csv",5129173,"ffp",3950544,"ffpzhgb","Simone","10/30/2019",2,2020-06-24 12:50:16,0.907
18408,"siim-isic-melanoma-classification-privateleaderboard.csv",5118588,"manoj akondi",4176921,"saimanojakondi","manoj akondi","12/09/2019",1,2020-06-25 15:34:31,0.907
18410,"siim-isic-melanoma-classification-privateleaderboard.csv",5005542,"Akash",323048,"akashram","AR","04/01/2015",2,2020-06-22 09:59:08,0.907
18414,"siim-isic-melanoma-classification-privateleaderboard.csv",5069484,"BigCommit24",923874,"deepholm","AndreasHolm","02/21/2017",1,2020-07-02 07:24:16,0.9068
18415,"siim-isic-melanoma-classification-privateleaderboard.csv",5069484,"BigCommit24",3259002,"bjornbrondum","Bjørn Brøndum Djernæs","05/22/2019",0,2020-07-02 07:24:16,0.9068
18419,"siim-isic-melanoma-classification-privateleaderboard.csv",4999284,"Roman Vlasov",1188616,"romavlasov","Roman Vlasov","07/27/2017",3,2020-07-26 17:36:43,0.9065
18420,"siim-isic-melanoma-classification-privateleaderboard.csv",5066456,"zhangeng",1787583,"zhangeng","zhangeng","04/04/2018",2,2020-06-22 20:22:53,0.9064
18423,"siim-isic-melanoma-classification-privateleaderboard.csv",5374534,"SrikanthPotukuchi",349202,"srikanthpotukuchi","SrikanthPotukuchi","05/08/2015",2,2020-08-12 05:24:50,0.9063
18424,"siim-isic-melanoma-classification-privateleaderboard.csv",5346438,"karkadevich",5110728,"karkadevich","karkadevich","05/17/2020",0,2020-08-17 17:50:54,0.9063
18426,"siim-isic-melanoma-classification-privateleaderboard.csv",5307264,"beifa",2774041,"beifaa","beifa","02/02/2019",1,2020-08-17 20:58:58,0.9061
18428,"siim-isic-melanoma-classification-privateleaderboard.csv",5002906,"Andrew Pt",2081121,"andrewpt","Andrew Pt","07/19/2018",1,2020-06-03 13:44:27,0.906
18429,"siim-isic-melanoma-classification-privateleaderboard.csv",5001143,"Arthur Stsepanenka",1257559,"kingarthur7","Arthur Stsepanenka","09/09/2017",3,2020-08-17 18:53:00,0.906
18431,"siim-isic-melanoma-classification-privateleaderboard.csv",5330404,"Qasim DS",5546735,"qasimds","Qasim DS","07/29/2020",0,2020-07-29 19:42:19,0.9059
18433,"siim-isic-melanoma-classification-privateleaderboard.csv",5326255,"Viktoriya Danilova",5466188,"viktoriyadanilova","Viktoriya Danilova","07/14/2020",0,2020-08-10 12:31:48,0.9058
18440,"siim-isic-melanoma-classification-privateleaderboard.csv",5032858,"Parkinson Zabelin",270060,"parkinsonzabelin","Parkinson Zabelin","12/10/2014",2,2020-07-12 20:02:22,0.9058
18441,"siim-isic-melanoma-classification-privateleaderboard.csv",5046450,"hanjin",3623999,"h030162","hanjin","08/26/2019",1,2020-06-22 10:46:04,0.9057
18446,"siim-isic-melanoma-classification-privateleaderboard.csv",5013244,"naoya k",3975426,"naoyakintoki","naoya k","11/04/2019",0,2020-06-07 14:45:06,0.9055
18451,"siim-isic-melanoma-classification-privateleaderboard.csv",5072805,"iring58",3776299,"iring58","iring58","09/28/2019",0,2020-08-13 14:51:17,0.9051
18454,"siim-isic-melanoma-classification-privateleaderboard.csv",5110699,"funkyboy",316036,"super13579","funkyboy","03/22/2015",3,2020-06-15 08:24:33,0.9049
18456,"siim-isic-melanoma-classification-privateleaderboard.csv",5198961,"Sonetta",766673,"ksooklall","Sonetta","10/25/2016",1,2020-07-27 02:12:35,0.9048
18457,"siim-isic-melanoma-classification-privateleaderboard.csv",4999031,"Artyom Lyan",550976,"arli2016","Artyom Lyan","03/08/2016",3,2020-08-07 05:34:43,0.9048
18459,"siim-isic-melanoma-classification-privateleaderboard.csv",5065735,"haris",3370456,"harisme","haris","06/19/2019",1,2020-06-11 11:34:47,0.9046
18461,"siim-isic-melanoma-classification-privateleaderboard.csv",5020796,"sirakr",3296995,"sirakr","happyFace","05/31/2019",1,2020-08-16 17:35:02,0.9046
18462,"siim-isic-melanoma-classification-privateleaderboard.csv",5000237,"Maximofn",3214017,"maximofn","Maximofn","05/12/2019",1,2020-08-02 18:01:31,0.9045
18466,"siim-isic-melanoma-classification-privateleaderboard.csv",4996946,"dmitrykonovalov",1060331,"dmitrykonovalov","dmitrykonovalov","05/06/2017",2,2020-08-06 23:57:33,0.9043
18469,"siim-isic-melanoma-classification-privateleaderboard.csv",5116985,"AntiSquid",2347445,"antisquid","AntiSquid","10/10/2018",1,2020-06-16 23:25:22,0.9041
18473,"siim-isic-melanoma-classification-privateleaderboard.csv",5307450,"katsumi",2755634,"katsumi2783","katsumi","01/29/2019",2,2020-08-05 04:21:50,0.904
18474,"siim-isic-melanoma-classification-privateleaderboard.csv",5315993,"Noko",3239927,"ryobamboo","Noko","05/18/2019",2,2020-08-04 08:49:19,0.9038
18475,"siim-isic-melanoma-classification-privateleaderboard.csv",5053684,"Tuấn Lương",308842,"luonganhtuan93","Tuấn Lương","03/11/2015",1,2020-08-13 03:42:38,0.9038
18476,"siim-isic-melanoma-classification-privateleaderboard.csv",4998318,"Codefupanda",415464,"codefupanda","Codefupanda","09/09/2015",1,2020-07-01 10:36:58,0.9036
18482,"siim-isic-melanoma-classification-privateleaderboard.csv",5013537,"Alexey Kachalov",2010251,"alekseykachalov","Alexey Kachalov","06/21/2018",2,2020-07-11 20:10:03,0.9035
18486,"siim-isic-melanoma-classification-privateleaderboard.csv",5148526,"Niharika Pandit",2723137,"niharika41298","Niharika Pandit","01/20/2019",2,2020-08-14 17:26:03,0.9033
18487,"siim-isic-melanoma-classification-privateleaderboard.csv",4996693,"karnaud2",1566417,"karnaud2","karnaud2","01/20/2018",1,2020-07-09 14:20:50,0.9033
18488,"siim-isic-melanoma-classification-privateleaderboard.csv",5377884,"Sveta2710",5473228,"sveta2710","Sveta2710","07/15/2020",0,2020-08-14 11:12:54,0.9032
18492,"siim-isic-melanoma-classification-privateleaderboard.csv",5236980,"Binh Nguyen",2186673,"tinyswish","Binh Nguyen","08/28/2018",1,2020-07-10 01:29:08,0.9031
18498,"siim-isic-melanoma-classification-privateleaderboard.csv",5041945,"shobhit upadhyaya",1940189,"shobhitupadhyaya","Shobhit Upadhyaya","05/24/2018",2,2020-06-14 05:44:26,0.9029
18499,"siim-isic-melanoma-classification-privateleaderboard.csv",5002047,"Bruno16",201845,"bruno16","Bruno16","05/29/2014",2,2020-07-22 18:24:09,0.9027
18501,"siim-isic-melanoma-classification-privateleaderboard.csv",5068531,"chiwang",360683,"nnix94","chiwang","05/31/2015",0,2020-06-10 15:46:33,0.9026
